Gene	Control	Control_r	shPTB	shPTB_r	shPTBnPTB	shPTBnPTB_r
TMEM185A	19	21	10	5	9	6
TMEM185B	0	0	0	0	0	0
TMEM186	0	0	3	2	0	14
TMEM187	0	0	0	0	0	0
TMEM189	67	54	123	41	97	64
TMEM189-UBE2V1	113	89	209	79	192	136
TMEM19	34	31	31	11	20	9
TMEM190	3	2	0	0	1	0
TMEM191A	2	0	0	1	1	0
TMEM191B	0	0	0	0	0	0
TMEM191C	0	0	1	0	2	0
TMEM192	10	4	24	11	19	13
TMEM196	0	0	0	0	0	0
TMEM198	5	6	2	1	18	7
TMEM198B	4	2	18	3	15	6
TMEM199	28	11	30	16	33	19
TMEM2	191	143	83	40	114	65
TMEM200A	0	3	0	0	7	5
TMEM200B	4	1	2	2	8	0
TMEM200C	0	0	0	0	0	0
TMEM201	0	1	2	1	3	0
TMEM202	0	0	0	0	0	0
TMEM203	0	0	0	0	0	0
TMEM204	12	6	20	5	1	4
TMEM205	30	21	36	24	67	39
TMEM206	17	12	84	30	49	33
TMEM207	0	0	0	0	0	0
TMEM208	51	47	118	61	162	100
TMEM209	39	46	60	33	48	23
TMEM210	0	0	0	0	0	0
TMEM211	0	0	0	0	0	0
TMEM212	0	0	0	0	0	0
TMEM212-AS1	0	0	0	0	0	0
TMEM213	0	0	0	0	0	0
TMEM214	55	69	97	38	143	84
TMEM215	0	0	0	0	0	0
TMEM216	8	9	7	2	12	10
TMEM217	0	1	0	1	0	0
TMEM218	24	20	41	10	21	18
TMEM219	105	98	194	107	189	135
TMEM220	4	6	4	3	6	10
TMEM220-AS1	0	1	2	1	4	2
TMEM221	0	0	0	3	0	0
TMEM222	57	38	102	52	77	67
TMEM223	0	0	0	0	0	0
TMEM225	0	0	0	0	0	0
TMEM229A	0	0	0	0	0	0
TMEM229B	0	0	0	0	1	0
TMEM230	126	133	269	143	290	205
TMEM231	6	2	17	9	14	15
TMEM232	0	3	3	3	5	2
TMEM233	0	0	0	3	2	0
TMEM234	16	20	39	20	21	15
TMEM235	0	0	0	0	0	0
TMEM236	0	0	0	0	0	1
TMEM237	144	138	47	21	43	34
TMEM238	0	0	0	0	0	0
TMEM239	0	0	0	0	0	0
TMEM240	1	3	3	3	5	0
TMEM241	25	9	52	26	45	15
TMEM242	16	18	26	16	42	20
TMEM243	46	15	16	5	50	37
TMEM244	0	0	0	0	0	0
TMEM245	219	164	271	149	206	144
TMEM246	0	1	0	0	2	1
TMEM246-AS1	1	0	2	2	1	3
TMEM247	0	0	0	0	0	0
TMEM248	77	86	183	87	181	116
TMEM249	0	0	0	0	0	0
TMEM25	1	8	0	0	2	0
TMEM251	0	0	1	1	4	5
TMEM252	0	0	0	0	0	0
TMEM253	0	0	1	1	0	0
TMEM254	0	7	7	8	16	7
TMEM254-AS1	6	0	1	0	2	3
TMEM255A	0	0	0	0	1	0
TMEM255B	14	13	51	19	39	14
TMEM256	39	68	146	59	160	80
TMEM256-PLSCR3	62	55	124	46	89	52
TMEM257	0	0	0	0	0	0
TMEM258	156	168	355	144	486	381
TMEM259	126	110	192	73	209	109
TMEM26	1	4	6	4	6	1
TMEM26-AS1	2	0	2	0	0	0
TMEM260	68	59	95	41	67	54
TMEM261	0	0	2	0	0	1
TMEM262	1	0	0	0	0	1
TMEM263	93	75	71	39	105	49
TMEM265	0	1	1	1	2	1
TMEM266	1	0	2	0	4	8
TMEM27	0	0	0	0	0	0
TMEM30A	312	222	638	248	846	702
TMEM30B	0	0	0	0	0	0
TMEM30C	0	0	1	0	0	0
TMEM31	0	0	0	0	0	0
TMEM33	48	30	87	55	80	50
TMEM35	0	0	0	0	0	0
TMEM37	0	1	0	0	0	0
TMEM38A	0	1	0	1	0	0
TMEM38B	19	10	24	9	78	39
TMEM39A	76	50	89	45	119	66
TMEM39B	12	7	10	6	7	1
TMEM40	0	0	0	7	0	0
TMEM41A	12	10	11	6	8	6
TMEM41B	57	51	48	24	141	83
TMEM42	8	7	23	13	36	19
TMEM43	385	219	565	301	519	330
TMEM44	30	36	68	37	32	16
TMEM44-AS1	11	4	18	17	16	10
TMEM45A	251	184	71	37	158	107
TMEM45B	0	0	0	0	0	0
TMEM47	27	10	22	14	7	8
TMEM5	28	19	30	15	50	31
TMEM5-AS1	13	10	12	7	19	14
TMEM50A	784	615	792	399	580	381
TMEM50B	89	71	158	84	206	117
TMEM51	0	0	1	1	0	0
TMEM51-AS1	0	0	0	0	0	0
TMEM52	0	0	0	0	6	1
TMEM52B	0	0	0	0	0	0
TMEM53	3	0	3	1	0	1
TMEM54	18	17	14	7	9	7
TMEM55A	35	25	125	55	119	47
TMEM55B	19	16	73	16	67	29
TMEM56	0	0	0	0	1	8
TMEM56-RWDD3	0	0	1	0	5	10
TMEM57	70	52	111	60	114	72
TMEM59	930	705	1407	881	1350	834
TMEM59L	2	5	2	0	0	0
TMEM60	9	8	15	12	17	7
TMEM61	0	0	0	0	0	0
TMEM62	30	17	70	26	33	18
TMEM63A	74	42	188	88	142	73
TMEM63B	105	64	266	130	285	185
TMEM63C	0	0	0	0	0	0
TMEM64	54	45	28	8	41	24
TMEM65	25	19	74	16	86	45
TMEM67	56	47	84	33	60	53
TMEM68	43	30	47	22	91	44
TMEM69	11	18	29	14	28	24
TMEM70	19	15	54	31	40	25
TMEM71	0	0	3	1	5	2
TMEM72	0	9	0	0	0	0
TMEM72-AS1	1	1	0	0	0	0
TMEM74	0	0	0	0	0	0
TMEM74B	0	0	0	0	0	0
TMEM75	0	2	0	3	1	0
TMEM79	1	2	10	0	3	3
TMEM80	18	9	48	19	17	13
TMEM81	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0
TMEM86A	0	0	0	0	1	1
TMEM86B	0	0	2	0	0	0
TMEM87A	270	230	486	276	560	363
TMEM87B	402	284	166	103	237	186
TMEM88	0	0	0	0	0	0
TMEM88B	0	0	0	0	0	0
TMEM89	0	0	0	0	0	0
TMEM8A	44	40	156	58	147	102
TMEM8B	3	5	7	3	12	1
TMEM8C	0	0	0	0	0	0
TMEM9	51	50	56	29	66	35
TMEM91	5	0	4	2	4	6
TMEM92	0	1	0	0	1	0
TMEM92-AS1	0	0	0	1	1	2
TMEM94	49	50	105	31	85	61
TMEM95	1	1	0	0	0	1
TMEM97	2	10	6	4	5	2
TMEM98	233	227	297	143	172	113
TMEM99	10	6	15	4	11	7
TMEM9B	63	65	142	71	117	61
TMEM9B-AS1	7	1	2	3	2	2
TMF1	271	238	367	217	313	219
TMIE	0	0	0	0	0	0
TMIGD1	0	0	0	0	0	0
TMIGD2	0	0	0	0	0	0
TMIGD3	0	0	0	0	0	0
TMLHE	10	15	14	8	30	20
TMLHE-AS1	5	6	7	3	11	13
TMOD1	0	1	0	2	1	1
TMOD2	36	37	76	34	53	27
TMOD3	183	173	413	169	296	181
TMOD4	4	0	2	0	1	0
TMPO	56	62	34	14	10	20
TMPO-AS1	2	11	5	4	3	3
TMPPE	0	0	0	0	0	1
TMPRSS11A	0	0	0	0	0	0
TMPRSS11B	1	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0
TMPRSS11D	1	1	1	0	1	2
TMPRSS11E	0	0	1	0	0	1
TMPRSS11F	0	0	0	0	0	0
TMPRSS11GP	0	0	0	0	1	0
TMPRSS12	0	0	0	0	0	0
TMPRSS13	0	0	0	0	0	0
TMPRSS15	0	0	0	0	1	0
TMPRSS2	0	0	0	0	0	0
TMPRSS3	0	0	0	0	0	0
TMPRSS4	0	0	0	0	0	0
TMPRSS4-AS1	0	0	0	0	0	0
TMPRSS5	2	0	0	0	0	1
TMPRSS6	0	0	0	0	0	0
TMPRSS7	0	0	0	0	1	0
TMPRSS9	6	3	6	2	4	5
TMSB10	1503	1370	2225	1208	1963	1435
TMSB15A	0	0	0	0	0	0
TMSB15B	3	0	5	1	4	4
TMSB4X	2121	1885	2245	1330	1499	1099
TMSB4Y	0	0	0	0	0	0
TMTC1	151	112	678	337	849	522
TMTC2	1	4	8	4	10	4
TMTC3	419	361	335	169	827	496
TMTC4	55	29	39	14	20	29
TMUB1	2	3	7	0	2	5
TMUB2	8	7	2	4	10	6
TMX1	351	274	376	199	514	341
TMX2	99	88	200	98	267	161
TMX2-CTNND1	328	290	681	338	432	271
TMX3	260	285	793	442	654	424
TMX4	52	54	163	87	173	109
TNC	3867	2966	1688	804	3542	2152
TNF	0	0	0	0	0	0
TNFAIP1	51	30	77	59	67	58
TNFAIP2	70	46	121	67	80	49
TNFAIP3	10	5	17	7	3	6
TNFAIP6	19	11	9	1	47	25
TNFAIP8	7	12	5	4	3	1
TNFAIP8L1	1	1	0	0	0	0
TNFAIP8L2	0	0	1	0	0	0
TNFAIP8L2-SCNM1	74	62	144	73	150	97
TNFAIP8L3	0	1	0	0	0	0
TNFRSF10A	16	18	94	47	76	39
TNFRSF10B	225	173	431	223	340	212
TNFRSF10C	11	3	68	26	72	47
TNFRSF10D	226	202	429	240	828	587
TNFRSF11A	0	0	1	1	2	0
TNFRSF11B	544	444	284	153	319	172
TNFRSF12A	90	86	252	103	283	141
TNFRSF13B	0	0	0	0	0	0
TNFRSF13C	0	0	0	0	0	0
TNFRSF14	23	22	67	33	57	41
TNFRSF17	2	0	3	0	0	1
TNFRSF18	0	0	0	0	0	0
TNFRSF19	123	120	108	43	76	36
TNFRSF1A	308	264	306	197	345	242
TNFRSF1B	31	25	33	13	7	2
TNFRSF21	14	5	33	9	11	5
TNFRSF25	3	3	5	0	4	0
TNFRSF4	0	0	0	0	0	0
TNFRSF6B	1	6	0	0	2	0
TNFRSF8	1	0	0	0	0	0
TNFRSF9	2	0	1	0	0	0
TNFSF10	15	2	0	0	0	0
TNFSF11	0	0	0	0	0	0
TNFSF12	13	13	5	5	2	5
TNFSF12-TNFSF13	15	16	9	6	7	6
TNFSF13	7	3	4	1	7	1
TNFSF13B	1	1	6	1	2	1
TNFSF14	0	0	0	0	0	0
TNFSF15	0	0	0	0	0	0
TNFSF18	5	4	0	1	3	2
TNFSF4	3	2	0	2	4	0
TNFSF8	0	3	0	0	0	0
TNFSF9	0	0	1	0	0	0
TNIK	10	9	131	54	26	34
TNIP1	149	147	283	123	301	191
TNIP2	38	21	40	42	16	15
TNIP3	0	1	0	3	2	1
TNK1	4	4	2	3	3	4
TNK2	23	17	45	31	31	26
TNKS	179	99	178	95	253	130
TNKS1BP1	77	80	125	48	105	61
TNKS2	462	314	229	118	277	162
TNKS2-AS1	0	0	0	0	0	0
TNMD	0	0	0	0	0	0
TNN	0	0	1	0	0	0
TNNC1	8	3	0	0	2	0
TNNC2	5	2	1	0	0	1
TNNI1	0	0	0	0	0	0
TNNI2	0	0	0	0	0	0
TNNI3	0	0	0	0	0	0
TNNI3K	3	4	17	3	18	11
TNNT1	1	0	0	0	0	0
TNNT2	0	0	0	0	0	0
TNNT3	0	0	0	0	0	0
TNP1	0	0	0	0	0	0
TNP2	0	0	0	0	0	0
TNPO1	2703	2051	1646	811	2848	1878
TNPO2	71	80	163	82	129	72
TNPO3	192	174	401	197	304	187
TNR	0	0	0	0	0	0
TNRC18	53	51	63	22	64	38
TNRC18P1	5	3	10	8	9	7
TNRC6A	279	215	308	164	226	152
TNRC6B	48	50	97	57	108	55
TNRC6C	17	11	3	11	13	3
TNRC6C-AS1	0	0	0	0	0	0
TNS1	101	79	264	128	265	141
TNS2	105	82	117	50	129	65
TNS3	1195	899	258	122	225	145
TNS4	0	0	2	0	2	0
TNXA	1	0	0	0	0	0
TNXB	12	4	32	22	52	28
TOB1	0	0	0	0	0	0
TOB1-AS1	0	0	0	0	0	0
TOB2	0	0	0	0	0	0
TOB2P1	0	0	0	0	0	0
TOE1	10	6	2	2	8	18
TOLLIP	29	15	55	18	39	38
TOLLIP-AS1	0	0	0	0	0	0
TOM1	106	129	194	101	213	145
TOM1L1	84	69	61	33	76	67
TOM1L2	42	50	150	80	65	48
TOMM20	195	141	350	168	170	135
TOMM20L	4	0	2	0	3	5
TOMM22	19	21	137	58	144	65
TOMM34	31	8	45	19	32	24
TOMM40	41	48	97	33	94	42
TOMM40L	18	12	90	26	12	14
TOMM5	38	33	81	41	72	51
TOMM6	57	38	83	48	103	43
TOMM7	360	265	344	181	376	241
TOMM70A	264	164	389	194	250	153
TONSL	7	2	10	4	7	9
TONSL-AS1	0	0	3	0	1	0
TOP1	42	44	55	27	141	93
TOP1MT	16	14	38	12	35	22
TOP1P1	1	0	0	1	1	1
TOP1P2	0	0	0	0	0	0
TOP2A	92	50	58	29	43	29
TOP2B	752	590	1066	552	1148	772
TOP3A	67	57	82	48	99	66
TOP3B	30	27	92	35	70	41
TOPAZ1	0	0	0	0	1	0
TOPBP1	129	122	155	86	200	139
TOPORS	10	14	42	12	23	9
TOPORS-AS1	4	15	44	16	22	19
TOR1A	16	21	35	17	42	25
TOR1AIP1	125	71	159	105	142	81
TOR1AIP2	70	51	127	65	88	65
TOR1B	16	12	43	27	28	22
TOR2A	3	0	6	3	4	2
TOR3A	11	20	16	17	13	9
TOR4A	0	1	1	0	0	0
TOX	4	4	13	3	18	5
TOX2	10	8	7	3	14	13
TOX3	0	0	0	0	0	0
TOX4	70	48	64	37	78	58
TP53	70	67	91	38	81	56
TP53AIP1	0	0	0	0	0	0
TP53BP1	253	156	383	185	416	271
TP53BP2	93	56	155	74	174	85
TP53I11	60	21	128	50	118	69
TP53I13	55	29	47	21	66	32
TP53I3	57	51	199	93	190	108
TP53INP1	46	38	18	12	19	18
TP53INP2	1	1	6	1	2	1
TP53RK	0	0	0	0	0	0
TP53TG1	10	3	9	6	16	11
TP53TG3	0	0	0	0	0	0
TP53TG3B	0	0	0	0	0	0
TP53TG3C	0	0	0	0	0	0
TP53TG3D	0	1	0	0	0	0
TP53TG3HP	0	0	0	0	0	0
TP53TG5	6	2	5	6	6	0
TP63	1	1	2	0	0	0
TP73	0	1	0	0	0	0
TP73-AS1	8	4	9	6	4	2
TPBG	0	0	0	0	3	0
TPBGL	0	0	0	0	0	0
TPCN1	104	69	129	74	142	84
TPCN2	48	52	69	50	42	21
TPD52	0	0	0	0	0	0
TPD52L1	23	8	6	7	9	7
TPD52L2	169	181	199	91	276	163
TPD52L3	0	0	0	0	0	0
TPGS1	0	0	0	0	0	1
TPGS2	208	118	223	159	288	163
TPH1	0	0	0	0	0	0
TPH2	0	0	0	0	0	0
TPI1	2645	2032	1382	643	1433	1034
TPI1P2	0	0	0	0	0	0
TPI1P3	2	0	0	0	0	0
TPK1	3	0	9	8	10	8
TPM1	835	674	1984	978	2240	1413
TPM2	1902	1204	3207	1901	1958	1392
TPM3	437	422	1210	590	1070	692
TPM3P9	1	0	2	3	2	5
TPM4	648	414	4307	1712	1532	1264
TPMT	113	75	51	36	103	63
TPO	0	0	0	0	0	0
TPP1	44	23	112	34	103	72
TPP2	514	427	567	309	517	346
TPPP	0	0	0	0	0	0
TPPP2	0	0	0	0	0	0
TPPP3	3	0	1	0	0	0
TPR	1020	847	1478	851	1624	1057
TPRA1	126	100	185	84	164	130
TPRG1	0	0	2	1	3	6
TPRG1-AS1	0	0	0	0	0	0
TPRG1-AS2	0	0	0	1	1	0
TPRG1L	25	15	53	26	60	32
TPRKB	24	31	50	25	74	40
TPRN	3	1	8	1	7	2
TPRX1	0	0	0	0	0	0
TPRXL	0	0	0	0	0	0
TPSAB1	0	0	0	0	0	0
TPSB2	0	0	0	0	0	0
TPSD1	0	0	0	0	0	0
TPSG1	0	0	0	0	0	0
TPST1	192	147	114	35	57	39
TPST2	51	48	153	53	115	42
TPT1	6019	5278	4638	2700	5655	4032
TPT1-AS1	17	3	19	3	17	10
TPTE	0	0	0	0	0	0
TPTE2	0	3	0	0	3	1
TPTE2P1	0	0	0	0	0	0
TPTE2P3	0	0	19	0	0	0
TPTE2P5	6	2	3	2	7	3
TPTE2P6	0	2	2	1	2	0
TPTEP1	0	0	0	0	1	1
TPX2	14	9	39	10	8	8
TRA2A	46	48	95	45	114	57
TRA2B	110	115	105	57	143	93
TRABD	27	29	51	20	68	50
TRABD2A	11	7	10	2	7	8
TRABD2B	0	0	1	0	0	0
TRADD	9	4	27	5	10	9
TRAF1	0	6	2	0	0	0
TRAF2	6	8	23	4	17	13
TRAF3	41	22	50	30	58	53
TRAF3IP1	51	26	57	43	115	62
TRAF3IP2	80	67	114	42	105	78
TRAF3IP2-AS1	40	30	46	16	42	27
TRAF3IP3	1	3	2	0	1	1
TRAF4	34	34	146	73	115	55
TRAF5	20	33	27	17	22	12
TRAF6	6	2	16	7	15	4
TRAF7	196	152	341	150	390	215
TRAFD1	119	121	188	75	126	72
TRAIP	19	5	9	7	9	3
TRAK1	133	101	357	171	243	161
TRAK2	437	409	799	461	717	439
TRAM1	1928	1556	1381	802	1211	716
TRAM1L1	0	0	0	0	0	0
TRAM2	261	164	252	146	161	143
TRAM2-AS1	1	1	2	0	7	1
TRANK1	64	42	73	29	81	48
TRAP1	108	93	180	110	220	160
TRAPPC1	18	16	34	10	55	32
TRAPPC10	120	80	152	104	144	100
TRAPPC11	255	191	289	144	254	179
TRAPPC12	34	22	85	32	99	62
TRAPPC13	57	52	114	49	139	97
TRAPPC2	13	14	17	7	26	18
TRAPPC2B	2	3	15	2	14	14
TRAPPC2L	52	77	126	67	101	92
TRAPPC3	100	63	271	115	225	121
TRAPPC3L	0	0	0	0	1	0
TRAPPC4	64	72	98	51	126	80
TRAPPC5	12	4	21	13	25	11
TRAPPC6A	23	12	35	16	32	22
TRAPPC6B	25	27	68	47	85	64
TRAPPC8	270	193	349	156	450	277
TRAPPC9	14	12	21	9	24	23
TRAT1	0	0	0	0	0	0
TRDMT1	18	19	25	14	23	15
TRDN	0	0	0	0	0	0
TREH	3	1	0	1	2	1
TREM1	0	0	0	0	0	0
TREM2	0	0	0	0	2	0
TREML1	0	0	0	0	0	0
TREML2	0	0	0	0	0	0
TREML3P	0	0	0	0	0	0
TREML4	0	1	0	0	0	0
TREML5P	0	0	0	0	0	0
TRERF1	7	6	24	8	15	12
TRERNA1	0	0	0	0	0	0
TREX1	0	0	0	0	0	0
TREX2	0	0	0	0	0	0
TRG-AS1	0	0	0	0	0	0
TRH	0	0	0	0	0	0
TRHDE	100	85	43	26	52	39
TRHDE-AS1	0	0	0	0	0	0
TRHR	0	0	0	0	0	0
TRIAP1	31	15	48	30	57	34
TRIB1	0	0	0	0	0	0
TRIB2	0	0	0	0	0	0
TRIB3	0	0	0	0	0	0
TRIL	0	0	0	0	0	0
TRIM10	0	0	1	0	0	0
TRIM11	10	6	13	2	7	19
TRIM13	11	4	9	6	10	2
TRIM14	2	1	1	1	2	0
TRIM15	0	0	0	0	0	0
TRIM16	148	124	61	28	77	55
TRIM16L	206	161	43	12	44	26
TRIM17	1	1	1	1	5	1
TRIM2	89	59	472	231	333	209
TRIM21	12	9	72	32	54	31
TRIM22	227	251	406	169	334	212
TRIM23	74	59	90	49	69	29
TRIM24	25	18	32	17	61	35
TRIM25	45	38	81	47	101	67
TRIM26	27	17	24	12	32	31
TRIM27	62	52	104	53	109	93
TRIM28	301	254	360	183	468	315
TRIM29	0	0	0	0	2	1
TRIM3	13	4	44	23	35	30
TRIM31	0	0	0	0	0	0
TRIM31-AS1	0	0	0	0	0	0
TRIM32	1	0	2	2	0	1
TRIM33	109	89	132	64	107	45
TRIM34	9	14	18	8	9	7
TRIM35	18	17	36	5	17	6
TRIM36	0	0	1	0	0	1
TRIM37	113	124	131	83	207	104
TRIM38	46	25	81	38	58	38
TRIM39	13	14	25	10	16	19
TRIM39-RPP21	38	30	65	27	61	43
TRIM4	45	51	31	11	21	23
TRIM40	0	0	0	0	0	0
TRIM41	23	10	30	17	27	21
TRIM42	0	0	0	0	0	0
TRIM43	0	0	0	0	0	0
TRIM43B	0	0	0	0	0	0
TRIM44	31	12	21	14	74	19
TRIM45	2	1	2	0	1	0
TRIM46	0	0	2	2	0	0
TRIM47	16	8	20	10	20	3
TRIM48	0	0	0	0	0	0
TRIM49	0	0	0	0	0	0
TRIM49B	0	0	0	0	0	0
TRIM49C	0	0	0	0	0	0
TRIM49D1	0	0	0	0	0	0
TRIM49D2	0	0	0	0	0	0
TRIM5	19	17	49	30	61	37
TRIM50	0	0	0	0	0	0
TRIM51	0	0	0	0	0	0
TRIM51HP	0	0	0	0	0	0
TRIM52	0	0	0	0	4	3
TRIM52-AS1	1	4	0	1	5	5
TRIM53AP	0	0	0	0	0	0
TRIM54	2	0	0	0	0	1
TRIM55	1	2	6	3	4	7
TRIM56	5	4	4	3	8	4
TRIM58	0	0	0	0	0	0
TRIM59	8	3	7	8	7	3
TRIM6	7	0	3	4	1	1
TRIM6-TRIM34	15	13	21	12	10	8
TRIM60	0	0	0	0	0	0
TRIM61	3	2	11	2	15	4
TRIM62	1	0	0	0	0	1
TRIM63	0	0	23	17	1	1
TRIM64	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	0
TRIM65	3	5	9	9	16	13
TRIM66	6	2	9	2	6	1
TRIM67	0	0	7	3	8	8
TRIM68	6	6	7	4	16	7
TRIM69	0	1	0	3	0	2
TRIM7	3	1	0	0	0	1
TRIM71	0	0	0	0	0	0
TRIM72	0	0	0	0	0	0
TRIM73	0	1	0	0	1	0
TRIM74	0	1	0	0	1	0
TRIM77	0	0	0	0	0	0
TRIM8	36	33	37	15	40	27
TRIM9	2	0	1	0	1	1
TRIML1	0	0	0	0	0	0
TRIML2	0	0	3	0	1	0
TRIO	1066	942	1449	598	1482	968
TRIOBP	108	95	411	195	279	195
TRIP10	177	147	126	69	202	134
TRIP11	135	110	256	155	343	209
TRIP12	1038	855	1711	954	1568	957
TRIP13	6	8	12	5	27	5
TRIP4	20	13	39	21	11	13
TRIP6	132	116	254	90	255	145
TRIQK	35	41	70	21	99	55
TRIT1	38	49	74	55	78	70
TRMO	17	8	4	4	5	1
TRMT1	56	45	142	74	132	65
TRMT10A	14	11	19	8	43	26
TRMT10B	7	9	16	6	17	13
TRMT10C	2	4	7	5	8	3
TRMT11	73	54	90	65	170	81
TRMT112	95	79	145	72	189	112
TRMT12	0	0	0	0	0	2
TRMT13	25	36	82	34	129	66
TRMT1L	32	42	85	38	89	58
TRMT2A	32	23	85	36	80	43
TRMT2B	24	13	69	30	71	36
TRMT44	12	10	40	21	39	15
TRMT5	17	8	14	7	19	16
TRMT6	28	22	42	35	52	23
TRMT61A	0	0	3	0	0	1
TRMT61B	24	17	44	30	13	19
TRMU	61	39	85	56	75	46
TRNAU1AP	108	60	174	117	106	98
TRNP1	0	0	0	0	1	0
TRNT1	43	24	30	29	40	22
TRO	27	27	2	3	15	7
TROAP	0	0	1	1	1	0
TROVE2	145	110	168	99	285	159
TRPA1	39	28	9	4	13	17
TRPC1	65	56	71	24	67	55
TRPC2	0	0	0	0	0	0
TRPC3	1	0	2	0	0	0
TRPC4	1	1	7	3	0	1
TRPC4AP	253	285	486	245	546	311
TRPC5	0	0	0	0	0	0
TRPC5OS	0	0	0	0	0	0
TRPC6	9	13	50	26	45	29
TRPC7	0	0	0	0	0	0
TRPM1	0	0	0	0	0	0
TRPM2	2	0	0	0	0	0
TRPM2-AS	0	0	0	0	0	0
TRPM3	2	2	4	1	5	2
TRPM4	33	30	57	17	35	37
TRPM5	0	0	0	0	0	0
TRPM6	0	1	0	0	0	0
TRPM7	492	387	989	549	1168	775
TRPM8	0	1	1	0	1	0
TRPS1	24	26	41	22	61	42
TRPT1	63	54	88	41	131	91
TRPV1	5	8	12	2	10	8
TRPV2	92	68	200	90	110	72
TRPV3	4	6	3	1	3	1
TRPV4	5	2	3	0	0	1
TRPV5	0	0	0	0	0	0
TRPV6	0	0	0	0	0	0
TRRAP	162	138	151	72	134	92
TRUB1	30	25	40	15	64	33
TRUB2	42	60	166	83	118	97
TRY2P	0	0	0	0	0	0
TSACC	0	0	4	3	0	3
TSC1	92	81	208	149	170	112
TSC2	166	138	255	118	266	207
TSC22D1	22	19	38	24	64	40
TSC22D1-AS1	6	2	4	3	5	3
TSC22D2	12	11	21	9	29	15
TSC22D3	14	4	16	5	14	2
TSC22D4	16	9	42	11	22	11
TSEN15	33	25	32	9	50	21
TSEN2	22	10	19	8	18	17
TSEN34	35	28	25	11	30	16
TSEN54	12	15	23	6	44	21
TSFM	58	36	89	43	114	95
TSG1	0	0	0	0	0	0
TSG101	149	112	174	104	103	74
TSGA10	7	8	11	8	28	15
TSGA10IP	0	0	0	0	0	0
TSGA13	0	0	0	0	0	0
TSHB	0	0	0	0	0	0
TSHR	0	0	0	0	1	0
TSHZ1	0	0	0	0	0	0
TSHZ2	0	0	0	0	0	0
TSHZ3	1	0	1	0	0	0
TSIX	0	0	0	0	0	0
TSKS	1	0	0	0	6	1
TSKU	0	1	1	0	0	0
TSL	0	0	42	0	0	0
TSLP	0	0	1	0	1	2
TSN	56	65	97	53	107	66
TSNARE1	2	4	5	6	11	6
TSNAX	81	71	136	67	143	92
TSNAX-DISC1	78	49	112	64	117	80
TSNAXIP1	1	5	33	5	7	11
TSPAN1	0	1	0	0	1	3
TSPAN10	1	0	0	1	2	0
TSPAN11	1	1	2	3	11	1
TSPAN12	1	0	5	1	1	6
TSPAN13	8	10	5	3	24	6
TSPAN14	25	14	44	20	37	15
TSPAN15	0	0	26	12	2	2
TSPAN16	0	0	0	0	0	0
TSPAN17	29	43	123	53	127	71
TSPAN18	0	2	1	0	3	1
TSPAN19	0	0	2	1	1	0
TSPAN2	0	0	0	0	0	0
TSPAN3	450	359	431	193	432	261
TSPAN31	30	24	75	34	124	95
TSPAN32	6	6	5	2	0	3
TSPAN33	0	1	0	0	1	0
TSPAN4	358	275	581	241	313	256
TSPAN5	184	117	245	130	212	108
TSPAN6	184	148	139	49	111	58
TSPAN7	0	0	0	0	0	0
TSPAN8	0	1	0	0	1	0
TSPAN9	34	38	40	29	57	24
TSPEAR	0	0	0	0	0	0
TSPEAR-AS1	0	0	0	0	1	0
TSPEAR-AS2	0	0	0	0	0	0
TSPO	361	191	399	138	341	136
TSPO2	0	0	0	0	0	0
TSPY1	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0
TSPY2	0	0	0	0	0	0
TSPY26P	0	0	0	0	0	0
TSPY3	0	0	0	0	0	0
TSPY4	0	0	0	0	0	0
TSPY8	0	0	0	0	0	0
TSPYL1	0	0	0	0	0	0
TSPYL2	43	20	16	16	32	20
TSPYL4	0	0	0	0	0	1
TSPYL5	0	0	0	0	0	0
TSPYL6	0	2	13	7	0	0
TSR1	148	125	169	61	277	122
TSR2	25	23	54	25	44	27
TSR3	73	64	160	82	125	102
TSSC1	34	24	55	21	64	47
TSSC2	8	4	64	25	74	55
TSSC4	27	18	28	11	35	26
TSSK1B	0	0	0	0	0	0
TSSK2	0	0	0	0	0	0
TSSK3	0	0	0	0	0	0
TSSK4	2	0	0	0	2	1
TSSK6	0	0	0	0	0	0
TST	2	1	2	2	0	1
TSTA3	50	39	72	55	81	38
TSTD1	0	0	0	0	0	0
TSTD2	24	43	38	22	50	46
TSTD3	4	13	8	8	22	10
TTBK1	0	1	0	0	0	3
TTBK2	26	17	61	31	65	53
TTC1	71	59	101	85	143	71
TTC12	17	24	21	13	25	25
TTC13	70	45	282	141	465	301
TTC14	120	88	123	88	223	156
TTC16	1	1	0	0	0	0
TTC17	302	252	299	177	424	227
TTC19	28	21	121	66	73	52
TTC21A	2	3	15	3	12	7
TTC21B	177	126	127	62	166	118
TTC21B-AS1	38	13	34	19	53	23
TTC22	0	0	0	0	0	0
TTC23	48	27	63	32	72	53
TTC23L	1	2	1	0	1	1
TTC24	0	0	0	0	0	0
TTC25	0	2	0	0	1	1
TTC26	42	26	86	43	77	17
TTC27	73	58	102	54	148	89
TTC28	37	57	42	30	27	17
TTC28-AS1	1	3	1	1	6	0
